customer_sk,customer_id,first_name,last_name,email,residential_location,customer_segment
1218,CUST_01218,Maureen,Weaver,maureen.weaver@gmail.com,Sacramento,First-time Buyer
1247,CUST_01247,Crystal,Dawson,crystal.dawson@yahoo.com,New Orleans,Loyal Customer
1286,CUST_01286,James,Brady,james.brady@yahoo.com,Nashville,Premium Shopper
1295,CUST_01295,Matthew,Long,matthew.long@outlook.com,Seattle,Premium Shopper
1430,CUST_01430,Hector,Spears,hector.spears@yahoo.com,Tampa,High Value
1485,CUST_01485,Kevin,Evans,kevin.evans@yahoo.com,Virginia Beach,Deal Seeker
1509,CUST_01509,Derrick,Wilson,derrick.wilson@gmail.com,Baltimore,High Value
1708,CUST_01708,Angela,Maddox,angela.maddox@outlook.com,Las Vegas,Deal Seeker
1770,CUST_01770,Gregory,Gray,gregory.gray@gmail.com,Columbus,Budget Shopper
1822,CUST_01822,Jeffery,Hernandez,jeffery.hernandez@yahoo.com,Sacramento,Premium Shopper
1878,CUST_01878,Craig,Cohen,craig.cohen@outlook.com,Detroit,Budget Shopper
1897,CUST_01897,Mary,Smith,mary.smith@gmail.com,Sacramento,Online Shopper
1928,CUST_01928,Jason,Kelly,jason.kelly@outlook.com,Mesa,First-time Buyer
1939,CUST_01939,Timothy,Wall,timothy.wall@gmail.com,Detroit,Deal Seeker
1951,CUST_01951,Joshua,Carney,joshua.carney@outlook.com,Miami,Occasional Shopper
1955,CUST_01955,Carlos,Ford,carlos.ford@gmail.com,San Francisco,Churn Risk
2070,CUST_02070,Amber,Curtis,amber.curtis@yahoo.com,Virginia Beach,Occasional Shopper
2102,CUST_02102,Dennis,Harvey,dennis.harvey@outlook.com,Philadelphia,Deal Seeker
2283,CUST_02283,Lisa,Hanna,lisa.hanna@outlook.com,Las Vegas,Churn Risk
2341,CUST_02341,Laura,Torres,laura.torres@yahoo.com,San Diego,First-time Buyer
2414,CUST_02414,Michael,Smith,michael.smith@gmail.com,San Diego,Online Shopper
2422,CUST_02422,Brianna,Jones,brianna.jones@outlook.com,Fresno,Loyal Customer
2646,CUST_02646,Samuel,Spears,samuel.spears@yahoo.com,Long Beach,In-Store Regular
2708,CUST_02708,Donna,Gonzalez,donna.gonzalez@yahoo.com,Chicago,Online Shopper
2755,CUST_02755,Brian,Walker,brian.walker@gmail.com,Colorado Springs,In-Store Regular
2856,CUST_02856,Cindy,Taylor,cindy.taylor@outlook.com,Arlington,Occasional Shopper
2930,CUST_02930,Ian,Sherman,ian.sherman@yahoo.com,Kansas City,Loyal Customer
3011,CUST_03011,Tammy,Walters,tammy.walters@yahoo.com,Philadelphia,In-Store Regular
3150,CUST_03150,David,Santiago,david.santiago@outlook.com,Milwaukee,Churn Risk
3166,CUST_03166,Sara,Wang,sara.wang@outlook.com,Louisville,Budget Shopper
3267,CUST_03267,Samantha,Burke,samantha.burke@outlook.com,Tampa,In-Store Regular
3305,CUST_03305,Shannon,Savage,shannon.savage@gmail.com,Omaha,Churn Risk
3354,CUST_03354,Dennis,Alexander,dennis.alexander@outlook.com,Tampa,Online Shopper
3402,CUST_03402,Sandra,Guerra,sandra.guerra@gmail.com,Los Angeles,Deal Seeker
3502,CUST_03502,Brandon,Smith,brandon.smith@yahoo.com,San Diego,Occasional Shopper
3509,CUST_03509,Thomas,Simpson,thomas.simpson@outlook.com,Oklahoma City,Loyal Customer
3512,CUST_03512,Brenda,Jones,brenda.jones@gmail.com,Los Angeles,Occasional Shopper
3555,CUST_03555,Barbara,Mcgee,barbara.mcgee@yahoo.com,San Diego,First-time Buyer
3596,CUST_03596,Lucas,Pierce,lucas.pierce@yahoo.com,Jacksonville,High Value
3667,CUST_03667,Mike,Pacheco,mike.pacheco@yahoo.com,Las Vegas,Premium Shopper
3675,CUST_03675,Joel,Arias,joel.arias@gmail.com,Minneapolis,Occasional Shopper
3756,CUST_03756,Vanessa,Turner,vanessa.turner@gmail.com,Miami,Online Shopper
3812,CUST_03812,David,Dorsey,david.dorsey@gmail.com,San Jose,Premium Shopper
3846,CUST_03846,Jose,Hanson,jose.hanson@gmail.com,Detroit,Loyal Customer
3955,CUST_03955,Dawn,Collins,dawn.collins@outlook.com,Sacramento,Online Shopper
4027,CUST_04027,Andrew,Williams,andrew.williams@outlook.com,Tampa,Online Shopper
4126,CUST_04126,Rodney,Vance,rodney.vance@outlook.com,Mesa,High Value
4136,CUST_04136,Mary,Madden,mary.madden@gmail.com,New York,Premium Shopper
4221,CUST_04221,Joanne,Fitzpatrick,joanne.fitzpatrick@yahoo.com,Long Beach,Occasional Shopper
4302,CUST_04302,Hannah,Gordon,hannah.gordon@yahoo.com,San Jose,First-time Buyer
4367,CUST_04367,John,Barnett,john.barnett@yahoo.com,Tulsa,Online Shopper
4372,CUST_04372,Jeffery,Morales,jeffery.morales@outlook.com,Dallas,First-time Buyer
4422,CUST_04422,Gregory,Gomez,gregory.gomez@gmail.com,Dallas,Budget Shopper
4443,CUST_04443,Veronica,Mendez,veronica.mendez@gmail.com,Austin,Loyal Customer
4445,CUST_04445,Joseph,Anthony,joseph.anthony@outlook.com,Arlington,In-Store Regular
4653,CUST_04653,Sherry,Johnson,sherry.johnson@yahoo.com,Philadelphia,First-time Buyer
4750,CUST_04750,Anne,Stevens,anne.stevens@gmail.com,Colorado Springs,First-time Buyer
4780,CUST_04780,Brandi,Andrews,brandi.andrews@outlook.com,Kansas City,Loyal Customer
4826,CUST_04826,Jeremy,Cooper,jeremy.cooper@yahoo.com,Las Vegas,Budget Shopper
4862,CUST_04862,Tammy,Nunez,tammy.nunez@outlook.com,Tucson,High Value
4900,CUST_04900,Jordan,Rogers,jordan.rogers@yahoo.com,Long Beach,Deal Seeker
4971,CUST_04971,James,Kennedy,james.kennedy@outlook.com,Milwaukee,Churn Risk
5104,CUST_05104,Todd,Lee,todd.lee@outlook.com,Columbus,High Value
5315,CUST_05315,Keith,Hill,keith.hill@gmail.com,Oklahoma City,Occasional Shopper
5399,CUST_05399,Mark,Herring,mark.herring@yahoo.com,Phoenix,Loyal Customer
5458,CUST_05458,Gregg,Young,gregg.young@outlook.com,Virginia Beach,Premium Shopper
5511,CUST_05511,Brian,Graves,brian.graves@yahoo.com,Columbus,In-Store Regular
5543,CUST_05543,Diane,Sims,diane.sims@gmail.com,Miami,In-Store Regular
5697,CUST_05697,Jennifer,Williams,jennifer.williams@outlook.com,Nashville,Online Shopper
5698,CUST_05698,Jeanne,Little,jeanne.little@gmail.com,Omaha,Online Shopper
5833,CUST_05833,Rose,Gardner,rose.gardner@yahoo.com,Omaha,Budget Shopper
5890,CUST_05890,Patrick,Durham,patrick.durham@gmail.com,Long Beach,High Value
5970,CUST_05970,Michael,Jennings,michael.jennings@outlook.com,Houston,Occasional Shopper
5999,CUST_05999,Brian,Ibarra,brian.ibarra@yahoo.com,Austin,Budget Shopper
6063,CUST_06063,Angela,Young,angela.young@gmail.com,Philadelphia,Online Shopper
6086,CUST_06086,Scott,Bradford,scott.bradford@yahoo.com,Fort Worth,Premium Shopper
6100,CUST_06100,Robert,Nguyen,robert.nguyen@outlook.com,Dallas,Churn Risk
6177,CUST_06177,Brian,Wu,brian.wu@outlook.com,Oakland,Occasional Shopper
6185,CUST_06185,David,Mcdaniel,david.mcdaniel@gmail.com,San Francisco,High Value
6214,CUST_06214,Stacy,Hunter,stacy.hunter@outlook.com,El Paso,Online Shopper
6289,CUST_06289,Jordan,Jacobs,jordan.jacobs@gmail.com,Nashville,Premium Shopper
6314,CUST_06314,Whitney,Dennis,whitney.dennis@yahoo.com,Boston,Budget Shopper
6326,CUST_06326,Andrew,Kelly,andrew.kelly@outlook.com,Chicago,Occasional Shopper
6513,CUST_06513,Sabrina,Flores,sabrina.flores@outlook.com,Fort Worth,High Value
6596,CUST_06596,Ashley,Fischer,ashley.fischer@gmail.com,Austin,In-Store Regular
6602,CUST_06602,Dana,Gregory,dana.gregory@yahoo.com,Milwaukee,First-time Buyer
6603,CUST_06603,Jared,Miller,jared.miller@gmail.com,Philadelphia,Budget Shopper
6637,CUST_06637,Erin,Ross,erin.ross@yahoo.com,Virginia Beach,Deal Seeker
6715,CUST_06715,Angela,Carney,angela.carney@outlook.com,Kansas City,Deal Seeker
6759,CUST_06759,Patricia,Brown,patricia.brown@yahoo.com,Las Vegas,Deal Seeker
6814,CUST_06814,Michael,Mcgrath,michael.mcgrath@gmail.com,New York,High Value
6827,CUST_06827,Alyssa,Figueroa,alyssa.figueroa@outlook.com,Phoenix,Online Shopper
6862,CUST_06862,Melissa,Ford,melissa.ford@gmail.com,San Antonio,First-time Buyer
6866,CUST_06866,Kevin,Garcia,kevin.garcia@outlook.com,Dallas,In-Store Regular
6955,CUST_06955,Samantha,Molina,samantha.molina@outlook.com,San Antonio,High Value
6979,CUST_06979,Gabriel,Montes,gabriel.montes@yahoo.com,Raleigh,In-Store Regular
6983,CUST_06983,Margaret,Bell,margaret.bell@gmail.com,Memphis,In-Store Regular
7030,CUST_07030,Oscar,Williams,oscar.williams@outlook.com,Las Vegas,High Value
7057,CUST_07057,Todd,Wu,todd.wu@outlook.com,Columbus,Budget Shopper
7293,CUST_07293,Luke,Gonzalez,luke.gonzalez@outlook.com,Los Angeles,Budget Shopper
7498,CUST_07498,Michael,Miller,michael.miller@yahoo.com,Boston,Loyal Customer
7507,CUST_07507,Tanner,Chan,tanner.chan@gmail.com,Phoenix,High Value
7563,CUST_07563,James,Scott,james.scott@gmail.com,Indianapolis,Premium Shopper
7588,CUST_07588,Christine,Carrillo,christine.carrillo@yahoo.com,Charlotte,Premium Shopper
7638,CUST_07638,Curtis,Martin,curtis.martin@gmail.com,Albuquerque,Budget Shopper
7667,CUST_07667,Timothy,Neal,timothy.neal@outlook.com,Mesa,Churn Risk
7670,CUST_07670,Carol,Griffin,carol.griffin@gmail.com,Kansas City,High Value
7714,CUST_07714,Catherine,Lopez,catherine.lopez@gmail.com,Phoenix,Occasional Shopper
7822,CUST_07822,Joshua,Hayes,joshua.hayes@yahoo.com,Tucson,Online Shopper
7929,CUST_07929,John,Santiago,john.santiago@yahoo.com,Oakland,First-time Buyer
8129,CUST_08129,Carolyn,Weaver,carolyn.weaver@outlook.com,Tucson,Churn Risk
8147,CUST_08147,Patricia,Bailey,patricia.bailey@outlook.com,Houston,First-time Buyer
8187,CUST_08187,Richard,Davis,richard.davis@outlook.com,Columbus,First-time Buyer
8192,CUST_08192,Isaac,Gordon,isaac.gordon@yahoo.com,Sacramento,Occasional Shopper
8282,CUST_08282,Taylor,Johnson,taylor.johnson@yahoo.com,Tucson,Loyal Customer
8334,CUST_08334,Rebecca,Robertson,rebecca.robertson@outlook.com,Houston,Deal Seeker
8392,CUST_08392,Joe,Taylor,joe.taylor@yahoo.com,Memphis,Churn Risk
8397,CUST_08397,Leah,Parker,leah.parker@yahoo.com,Mesa,First-time Buyer
8492,CUST_08492,Susan,Steele,susan.steele@gmail.com,New Orleans,Budget Shopper
8612,CUST_08612,Megan,Owens,megan.owens@outlook.com,Memphis,Occasional Shopper
8647,CUST_08647,Grace,Lee,grace.lee@gmail.com,Philadelphia,First-time Buyer
8803,CUST_08803,Chelsea,Davis,chelsea.davis@yahoo.com,Columbus,Online Shopper
8903,CUST_08903,Cynthia,Pearson,cynthia.pearson@outlook.com,Los Angeles,Loyal Customer
8906,CUST_08906,Andrew,Fields,andrew.fields@gmail.com,Virginia Beach,In-Store Regular
8915,CUST_08915,Michael,Knox,michael.knox@outlook.com,Indianapolis,Loyal Customer
8920,CUST_08920,John,Davis,john.davis@outlook.com,Colorado Springs,Online Shopper
8922,CUST_08922,Steven,Harris,steven.harris@yahoo.com,Seattle,Budget Shopper
8927,CUST_08927,Terrence,Nguyen,terrence.nguyen@gmail.com,Chicago,Premium Shopper
9081,CUST_09081,Darius,Thomas,darius.thomas@gmail.com,Arlington,Churn Risk
9083,CUST_09083,Cindy,Johnson,cindy.johnson@outlook.com,Los Angeles,Online Shopper
9253,CUST_09253,Adam,Cook,adam.cook@gmail.com,Phoenix,First-time Buyer
9267,CUST_09267,Sherry,Davis,sherry.davis@yahoo.com,Washington,In-Store Regular
9309,CUST_09309,Alexander,Brown,alexander.brown@yahoo.com,Colorado Springs,Loyal Customer
9338,CUST_09338,Thomas,Wyatt,thomas.wyatt@yahoo.com,Raleigh,Occasional Shopper
9343,CUST_09343,Tracey,Wilcox,tracey.wilcox@yahoo.com,Colorado Springs,Churn Risk
9465,CUST_09465,Eugene,Gamble,eugene.gamble@yahoo.com,Tampa,Churn Risk
9485,CUST_09485,Jason,Morris,jason.morris@gmail.com,Tulsa,In-Store Regular
9509,CUST_09509,Emily,Cervantes,emily.cervantes@gmail.com,Oklahoma City,Churn Risk
9570,CUST_09570,Ashley,Pollard,ashley.pollard@gmail.com,Philadelphia,In-Store Regular
9613,CUST_09613,Nicole,Sullivan,nicole.sullivan@outlook.com,Sacramento,Loyal Customer
9641,CUST_09641,Kristy,Velasquez,kristy.velasquez@outlook.com,Atlanta,First-time Buyer
9860,CUST_09860,Susan,Schultz,susan.schultz@yahoo.com,San Diego,High Value
9878,CUST_09878,Austin,Ortiz,austin.ortiz@gmail.com,Oklahoma City,Loyal Customer
9944,CUST_09944,Mark,Pena,mark.pena@outlook.com,Nashville,Occasional Shopper
10048,CUST_10048,Kelli,Orozco,kelli.orozco@outlook.com,Tulsa,Online Shopper
10133,CUST_10133,Mary,Roberts,mary.roberts@outlook.com,Miami,In-Store Regular
10170,CUST_10170,Ashley,Mcbride,ashley.mcbride@gmail.com,New York,Premium Shopper
10365,CUST_10365,Karen,Carter,karen.carter@outlook.com,Sacramento,Deal Seeker
10540,CUST_10540,Jennifer,Perez,jennifer.perez@yahoo.com,Houston,Loyal Customer
10684,CUST_10684,Nicole,Cooper,nicole.cooper@outlook.com,Raleigh,In-Store Regular
10709,CUST_10709,Stephanie,Ross,stephanie.ross@gmail.com,New Orleans,Online Shopper
10775,CUST_10775,Dalton,Becker,dalton.becker@outlook.com,Houston,In-Store Regular
10890,CUST_10890,Steven,Vance,steven.vance@yahoo.com,Detroit,High Value
10943,CUST_10943,Jesse,Hernandez,jesse.hernandez@yahoo.com,Arlington,Loyal Customer
11025,CUST_11025,Nancy,Hutchinson,nancy.hutchinson@yahoo.com,Oklahoma City,Churn Risk
11077,CUST_11077,Sharon,Walton,sharon.walton@gmail.com,Detroit,Online Shopper
11135,CUST_11135,Jacqueline,Mclaughlin,jacqueline.mclaughlin@outlook.com,Fresno,Churn Risk
11169,CUST_11169,Zachary,Dixon,zachary.dixon@gmail.com,El Paso,Premium Shopper
11183,CUST_11183,Terri,Lee,terri.lee@gmail.com,Tulsa,Premium Shopper
11249,CUST_11249,David,Harrington,david.harrington@outlook.com,Oklahoma City,In-Store Regular
11265,CUST_11265,Alexander,Lewis,alexander.lewis@yahoo.com,Indianapolis,Premium Shopper
11401,CUST_11401,Roberto,Jarvis,roberto.jarvis@outlook.com,Minneapolis,Churn Risk
11458,CUST_11458,Nathan,Hogan,nathan.hogan@yahoo.com,San Jose,Churn Risk
11517,CUST_11517,David,Hooper,david.hooper@yahoo.com,Washington,Budget Shopper
11554,CUST_11554,Marilyn,Carroll,marilyn.carroll@yahoo.com,Las Vegas,Premium Shopper
11679,CUST_11679,Deanna,Mason,deanna.mason@gmail.com,Tucson,In-Store Regular
11756,CUST_11756,Valerie,Walker,valerie.walker@gmail.com,San Jose,Deal Seeker
11857,CUST_11857,Robert,Williams,robert.williams@gmail.com,Albuquerque,Loyal Customer
12195,CUST_12195,Donna,Black,donna.black@outlook.com,Washington,First-time Buyer
12231,CUST_12231,Brian,Hunter,brian.hunter@outlook.com,Charlotte,Online Shopper
12378,CUST_12378,Linda,King,linda.king@outlook.com,Charlotte,Deal Seeker
12429,CUST_12429,Tina,Newton,tina.newton@outlook.com,Memphis,Churn Risk
12441,CUST_12441,Kathleen,Johnson,kathleen.johnson@yahoo.com,Washington,Budget Shopper
12445,CUST_12445,Katelyn,Johnson,katelyn.johnson@yahoo.com,Washington,Deal Seeker
12489,CUST_12489,Samantha,Carter,samantha.carter@outlook.com,Fresno,Occasional Shopper
12545,CUST_12545,Daniel,Williams,daniel.williams@outlook.com,Seattle,Online Shopper
12710,CUST_12710,Chad,Ford,chad.ford@yahoo.com,El Paso,Occasional Shopper
12835,CUST_12835,Felicia,Young,felicia.young@outlook.com,Memphis,Premium Shopper
12882,CUST_12882,Ashley,Francis,ashley.francis@gmail.com,Colorado Springs,Occasional Shopper
12909,CUST_12909,Kenneth,Kennedy,kenneth.kennedy@gmail.com,Portland,In-Store Regular
12962,CUST_12962,Melissa,Griffin,melissa.griffin@yahoo.com,Tulsa,Premium Shopper
13069,CUST_13069,Tiffany,Frank,tiffany.frank@gmail.com,Louisville,Premium Shopper
13180,CUST_13180,Cynthia,Holder,cynthia.holder@outlook.com,Seattle,First-time Buyer
13348,CUST_13348,Anthony,Mcintosh,anthony.mcintosh@outlook.com,Nashville,High Value
13355,CUST_13355,Jason,Mason,jason.mason@yahoo.com,Memphis,Deal Seeker
13369,CUST_13369,Bradley,Goodman,bradley.goodman@outlook.com,Virginia Beach,Deal Seeker
13452,CUST_13452,Pamela,Brown,pamela.brown@gmail.com,Baltimore,Churn Risk
13604,CUST_13604,Michelle,Coleman,michelle.coleman@yahoo.com,Fresno,Deal Seeker
13675,CUST_13675,Emily,George,emily.george@yahoo.com,Nashville,Budget Shopper
13694,CUST_13694,Ryan,Clark,ryan.clark@gmail.com,Albuquerque,Budget Shopper
13828,CUST_13828,Lauren,Becker,lauren.becker@outlook.com,Oakland,Loyal Customer
13993,CUST_13993,Norman,Parker,norman.parker@yahoo.com,Miami,Premium Shopper
14142,CUST_14142,Walter,Montgomery,walter.montgomery@outlook.com,Phoenix,Budget Shopper
14285,CUST_14285,Nicholas,Wolf,nicholas.wolf@gmail.com,Miami,Churn Risk
14310,CUST_14310,James,Hamilton,james.hamilton@gmail.com,Philadelphia,In-Store Regular
14354,CUST_14354,Jordan,Williams,jordan.williams@yahoo.com,Tucson,In-Store Regular
14656,CUST_14656,George,Casey,george.casey@outlook.com,Tampa,In-Store Regular
14673,CUST_14673,Douglas,Reid,douglas.reid@yahoo.com,Columbus,Premium Shopper
14786,CUST_14786,Ashley,Ferrell,ashley.ferrell@yahoo.com,San Francisco,Budget Shopper
14842,CUST_14842,Mark,Green,mark.green@gmail.com,Mesa,First-time Buyer
15117,CUST_15117,Sarah,Sanchez,sarah.sanchez@yahoo.com,Long Beach,Premium Shopper
15356,CUST_15356,Jacqueline,Mendoza,jacqueline.mendoza@outlook.com,Portland,Deal Seeker
15378,CUST_15378,Christina,Pearson,christina.pearson@outlook.com,Fresno,Online Shopper
15395,CUST_15395,Brett,Fox,brett.fox@yahoo.com,Atlanta,Deal Seeker
15564,CUST_15564,Kimberly,Bradshaw,kimberly.bradshaw@outlook.com,Baltimore,Loyal Customer
15629,CUST_15629,Lisa,Smith,lisa.smith@gmail.com,Houston,Loyal Customer
15700,CUST_15700,Christina,Parrish,christina.parrish@gmail.com,Arlington,Loyal Customer
15703,CUST_15703,Todd,Ramirez,todd.ramirez@outlook.com,Mesa,In-Store Regular
15746,CUST_15746,Nicole,Scott,nicole.scott@outlook.com,Kansas City,Churn Risk
15820,CUST_15820,Jane,Lee,jane.lee@outlook.com,Mesa,Budget Shopper
15950,CUST_15950,Robert,Cervantes,robert.cervantes@outlook.com,Dallas,Loyal Customer
15957,CUST_15957,Ann,Chang,ann.chang@gmail.com,Boston,Occasional Shopper
16150,CUST_16150,Tiffany,Ruiz,tiffany.ruiz@outlook.com,Long Beach,Occasional Shopper
16189,CUST_16189,Jessica,King,jessica.king@gmail.com,Colorado Springs,Deal Seeker
16192,CUST_16192,Benjamin,Thomas,benjamin.thomas@yahoo.com,Houston,In-Store Regular
16236,CUST_16236,Kathryn,Zamora,kathryn.zamora@outlook.com,San Jose,In-Store Regular
16238,CUST_16238,Jacqueline,Wilson,jacqueline.wilson@gmail.com,Raleigh,Budget Shopper
16317,CUST_16317,Gabriel,Ray,gabriel.ray@outlook.com,El Paso,Budget Shopper
16327,CUST_16327,James,Hahn,james.hahn@gmail.com,Tulsa,Online Shopper
16423,CUST_16423,Ashley,Franklin,ashley.franklin@yahoo.com,El Paso,In-Store Regular
16438,CUST_16438,Sheila,Young,sheila.young@yahoo.com,Omaha,Occasional Shopper
16472,CUST_16472,Colleen,Brooks,colleen.brooks@yahoo.com,San Diego,Churn Risk
16532,CUST_16532,Stephanie,Stevens,stephanie.stevens@gmail.com,Albuquerque,Churn Risk
16534,CUST_16534,Blake,Fernandez,blake.fernandez@outlook.com,San Antonio,High Value
16565,CUST_16565,Aaron,Klein,aaron.klein@yahoo.com,New Orleans,First-time Buyer
16622,CUST_16622,Ashley,Banks,ashley.banks@outlook.com,Charlotte,Churn Risk
16633,CUST_16633,Thomas,Underwood,thomas.underwood@outlook.com,Las Vegas,High Value
16932,CUST_16932,Lisa,Wright,lisa.wright@gmail.com,Oklahoma City,Deal Seeker
17040,CUST_17040,Jessica,Harris,jessica.harris@outlook.com,Memphis,Online Shopper
17132,CUST_17132,Tammy,Carr,tammy.carr@yahoo.com,Fort Worth,Budget Shopper
17150,CUST_17150,Carolyn,Lee,carolyn.lee@gmail.com,Colorado Springs,Premium Shopper
17285,CUST_17285,Jennifer,Ruiz,jennifer.ruiz@yahoo.com,Tampa,In-Store Regular
17332,CUST_17332,Ashley,Carr,ashley.carr@yahoo.com,Nashville,Online Shopper
17491,CUST_17491,Mark,Brewer,mark.brewer@gmail.com,Colorado Springs,Occasional Shopper
17493,CUST_17493,Kristen,Reed,kristen.reed@gmail.com,Las Vegas,Loyal Customer
17812,CUST_17812,Robin,Boyd,robin.boyd@gmail.com,Miami,In-Store Regular
17848,CUST_17848,Casey,Russell,casey.russell@gmail.com,Detroit,Loyal Customer
17940,CUST_17940,Zachary,Edwards,zachary.edwards@outlook.com,Atlanta,First-time Buyer
18082,CUST_18082,Michelle,Harrison,michelle.harrison@gmail.com,Memphis,Churn Risk
18170,CUST_18170,Cynthia,Dunn,cynthia.dunn@gmail.com,Boston,Online Shopper
18173,CUST_18173,Mark,Martin,mark.martin@outlook.com,Minneapolis,Loyal Customer
18241,CUST_18241,Deborah,Owens,deborah.owens@gmail.com,Washington,Premium Shopper
18260,CUST_18260,Daniel,Mcclure,daniel.mcclure@yahoo.com,Kansas City,High Value
18302,CUST_18302,Elizabeth,Durham,elizabeth.durham@outlook.com,Austin,Online Shopper
18329,CUST_18329,John,Rice,john.rice@outlook.com,Tulsa,Churn Risk
18584,CUST_18584,Christopher,Salazar,christopher.salazar@outlook.com,Fort Worth,High Value
18614,CUST_18614,Sean,Martinez,sean.martinez@gmail.com,New Orleans,High Value
18649,CUST_18649,Matthew,Rose,matthew.rose@yahoo.com,Arlington,Budget Shopper
18688,CUST_18688,Jessica,Collier,jessica.collier@yahoo.com,Tucson,In-Store Regular
18841,CUST_18841,Kim,Vaughn,kim.vaughn@gmail.com,Mesa,Churn Risk
18853,CUST_18853,Stephen,Hayes,stephen.hayes@outlook.com,Minneapolis,Occasional Shopper
18863,CUST_18863,Amber,Ross,amber.ross@gmail.com,Baltimore,Deal Seeker
18886,CUST_18886,Christopher,Lewis,christopher.lewis@yahoo.com,Atlanta,Deal Seeker
19102,CUST_19102,Sara,Price,sara.price@outlook.com,Los Angeles,Budget Shopper
19150,CUST_19150,Katrina,Weaver,katrina.weaver@outlook.com,Washington,First-time Buyer
19173,CUST_19173,Bradley,Carlson,bradley.carlson@yahoo.com,Houston,Churn Risk
19185,CUST_19185,Pamela,Green,pamela.green@gmail.com,Minneapolis,In-Store Regular
19204,CUST_19204,Sarah,Smith,sarah.smith@yahoo.com,San Diego,Deal Seeker
19254,CUST_19254,Rebecca,Adams,rebecca.adams@outlook.com,Dallas,Online Shopper
19269,CUST_19269,Robert,Vargas,robert.vargas@outlook.com,San Jose,Online Shopper
19290,CUST_19290,Tina,Moore,tina.moore@outlook.com,Boston,Occasional Shopper
19365,CUST_19365,Keith,Lewis,keith.lewis@yahoo.com,Washington,Online Shopper
19414,CUST_19414,Cristian,Jennings,cristian.jennings@yahoo.com,Detroit,First-time Buyer
19419,CUST_19419,Rachel,Perez,rachel.perez@outlook.com,Houston,Online Shopper
19495,CUST_19495,Angela,Smith,angela.smith@gmail.com,Baltimore,In-Store Regular
19502,CUST_19502,Patrick,Rodriguez,patrick.rodriguez@gmail.com,Memphis,Budget Shopper
19533,CUST_19533,Sergio,Johnson,sergio.johnson@gmail.com,Washington,Premium Shopper
19686,CUST_19686,Teresa,Burnett,teresa.burnett@gmail.com,Memphis,First-time Buyer
19799,CUST_19799,Douglas,Hunter,douglas.hunter@yahoo.com,Oklahoma City,Loyal Customer
19935,CUST_19935,Matthew,Howell,matthew.howell@yahoo.com,Atlanta,Churn Risk
19951,CUST_19951,Eric,Cruz,eric.cruz@gmail.com,Las Vegas,Churn Risk
19975,CUST_19975,David,Kemp,david.kemp@yahoo.com,El Paso,In-Store Regular
19978,CUST_19978,Thomas,Cantu,thomas.cantu@outlook.com,Atlanta,High Value
20082,CUST_20082,Erika,Rhodes,erika.rhodes@outlook.com,Miami,In-Store Regular
20092,CUST_20092,Scott,Schwartz,scott.schwartz@gmail.com,Las Vegas,In-Store Regular
20235,CUST_20235,Lisa,Mccullough,lisa.mccullough@yahoo.com,Colorado Springs,Churn Risk
20363,CUST_20363,Stacey,Bell,stacey.bell@gmail.com,Fort Worth,Churn Risk
20369,CUST_20369,Gregory,Johnson,gregory.johnson@gmail.com,Portland,Deal Seeker
